timestamp,node_id,event_type,details,energy_level,rssi,gateway_id
5,10,TRANSMIT_SUCCESS,"Dữ liệu; (2.2062253827071943, 98.45979116653936, 12.429879005995462)",99444.00,-78.68,2
5,58,WAKE_UP,,99444.00,,
5,58,DECISION,Gửi lần đầu.,99444.00,,
5,58,SENSE,"Đo được (25.207753554912177, 57.484819292687405, 2.0033126078976604)",99444.00,,
5,58,TX,Truyền trên kênh 0 SF11,99444.00,,
5,58,TRANSMIT_SUCCESS,"Dữ liệu; (25.207753554912177, 57.484819292687405, 2.0033126078976604)",99444.00,-89.03,3
5,77,WAKE_UP,,99444.00,,
5,77,DECISION,Gửi lần đầu.,99444.00,,
5,77,SENSE,"Đo được (46.30272833981143, 49.227138612472345, 13.507688197987754)",99444.00,,
5,77,TX,Truyền trên kênh 0 SF12,99444.00,,
5,77,TRANSMIT_SUCCESS,"Dữ liệu; (46.30272833981143, 49.227138612472345, 13.507688197987754)",99444.00,-86.75,2
6,65,WAKE_UP,,99443.00,,
6,65,DECISION,Gửi lần đầu.,99443.00,,
6,65,SENSE,"Đo được (29.427277719485588, 67.20590481810657, 12.517435298989447)",99443.00,,
6,65,TX,Truyền trên kênh 0 SF9,99443.00,,
6,65,TRANSMIT_SUCCESS,"Dữ liệu; (29.427277719485588, 67.20590481810657, 12.517435298989447)",99443.00,-81.96,3
6,87,WAKE_UP,,99443.00,,
6,87,DECISION,Gửi lần đầu.,99443.00,,
6,87,SENSE,"Đo được (3.6779829657327623, 96.19606923168975, 32.47582581358341)",99443.00,,
6,87,TX,Truyền trên kênh 0 SF8,99443.00,,
6,87,TRANSMIT_SUCCESS,"Dữ liệu; (3.6779829657327623, 96.19606923168975, 32.47582581358341)",99443.00,-84.03,2
8,59,WAKE_UP,,99441.00,,
8,59,DECISION,Gửi lần đầu.,99441.00,,
8,59,SENSE,"Đo được (2.050387207493104, 4.826213838283378, 4.722560330833872)",99441.00,,
8,59,TX,Truyền trên kênh 0 SF12,99441.00,,
8,59,TRANSMIT_SUCCESS,"Dữ liệu; (2.050387207493104, 4.826213838283378, 4.722560330833872)",99441.00,-80.43,3
8,72,WAKE_UP,,99441.00,,
8,72,DECISION,Gửi lần đầu.,99441.00,,
8,72,SENSE,"Đo được (24.21087038428274, 1.1656475366350394, 56.459194408194776)",99441.00,,
8,72,TX,Truyền trên kênh 0 SF9,99441.00,,
8,72,TRANSMIT_SUCCESS,"Dữ liệu; (24.21087038428274, 1.1656475366350394, 56.459194408194776)",99441.00,-83.60,3
8,94,WAKE_UP,,99441.00,,
8,94,DECISION,Gửi lần đầu.,99441.00,,
8,94,SENSE,"Đo được (1.7931571099315313, 55.44410998790116, 23.401580524340325)",99441.00,,
8,94,TX,Truyền trên kênh 0 SF7,99441.00,,
8,94,TRANSMIT_SUCCESS,"Dữ liệu; (1.7931571099315313, 55.44410998790116, 23.401580524340325)",99441.00,-87.01,1
9,16,WAKE_UP,,99440.00,,
9,16,DECISION,Gửi lần đầu.,99440.00,,
9,16,SENSE,"Đo được (11.335641424886589, 39.54644656302219, 16.645304790533086)",99440.00,,
9,16,TX,Truyền trên kênh 0 SF12,99440.00,,
9,16,TRANSMIT_SUCCESS,"Dữ liệu; (11.335641424886589, 39.54644656302219, 16.645304790533086)",99440.00,-81.24,3
10,57,WAKE_UP,,99439.00,,
10,57,DECISION,Gửi lần đầu.,99439.00,,
10,57,SENSE,"Đo được (44.47965704079615, 75.02648187446337, 30.979893493694018)",99439.00,,
10,57,TX,Truyền trên kênh 0 SF7,99439.00,,
10,57,TRANSMIT_SUCCESS,"Dữ liệu; (44.47965704079615, 75.02648187446337, 30.979893493694018)",99439.00,-83.01,3
11,11,WAKE_UP,,99438.00,,
11,11,DECISION,Gửi lần đầu.,99438.00,,
11,11,SENSE,"Đo được (27.758122936129737, 26.692330229815465, 36.53072847152418)",99438.00,,
11,11,TX,Truyền trên kênh 0 SF12,99438.00,,
11,11,TRANSMIT_SUCCESS,"Dữ liệu; (27.758122936129737, 26.692330229815465, 36.53072847152418)",99438.00,-82.74,1
13,5,WAKE_UP,,99436.00,,
13,5,DECISION,Gửi lần đầu.,99436.00,,
13,5,SENSE,"Đo được (34.189923586099944, 74.11439860593684, 7.519784713105726)",99436.00,,
13,5,TX,Truyền trên kênh 0 SF7,99436.00,,
13,5,TRANSMIT_SUCCESS,"Dữ liệu; (34.189923586099944, 74.11439860593684, 7.519784713105726)",99436.00,-86.27,3
13,64,WAKE_UP,,99436.00,,
13,64,DECISION,Gửi lần đầu.,99436.00,,
13,64,SENSE,"Đo được (16.053654803732186, 55.06968809196974, 38.97780810658343)",99436.00,,
13,64,TX,Truyền trên kênh 0 SF7,99436.00,,
13,64,COLLISION,Xung đột trên kênh 0/SF7,99436.00,,
14,61,WAKE_UP,,99435.00,,
14,61,DECISION,Gửi lần đầu.,99435.00,,
14,61,SENSE,"Đo được (35.46106740899329, 1.062404443039866, 40.16006687057871)",99435.00,,
14,61,TX,Truyền trên kênh 0 SF10,99435.00,,
14,61,TRANSMIT_SUCCESS,"Dữ liệu; (35.46106740899329, 1.062404443039866, 40.16006687057871)",99435.00,-81.45,1
15,79,WAKE_UP,,99434.00,,
15,79,DECISION,Gửi lần đầu.,99434.00,,
15,79,SENSE,"Đo được (26.638662180961738, 83.7903559033738, 8.909155289811894)",99434.00,,
15,79,TX,Truyền trên kênh 0 SF11,99434.00,,
15,79,TRANSMIT_SUCCESS,"Dữ liệu; (26.638662180961738, 83.7903559033738, 8.909155289811894)",99434.00,-84.31,3
16,20,WAKE_UP,,99433.00,,
16,20,DECISION,Gửi lần đầu.,99433.00,,
16,20,SENSE,"Đo được (2.8912000362894705, 70.09149781392965, 48.40722835249325)",99433.00,,
16,20,TX,Truyền trên kênh 0 SF7,99433.00,,
16,20,TRANSMIT_SUCCESS,"Dữ liệu; (2.8912000362894705, 70.09149781392965, 48.40722835249325)",99433.00,-82.67,1
16,73,WAKE_UP,,99433.00,,
16,73,DECISION,Gửi lần đầu.,99433.00,,
16,73,SENSE,"Đo được (7.637738085485346, 99.74612377626198, 29.1049712248994)",99433.00,,
16,73,TX,Truyền trên kênh 0 SF11,99433.00,,
16,73,TRANSMIT_SUCCESS,"Dữ liệu; (7.637738085485346, 99.74612377626198, 29.1049712248994)",99433.00,-83.55,0
16,82,WAKE_UP,,99433.00,,
16,82,DECISION,Gửi lần đầu.,99433.00,,
16,82,SENSE,"Đo được (13.78698835025629, 9.369248231874728, 23.959429756389927)",99433.00,,
16,82,TX,Truyền trên kênh 0 SF8,99433.00,,
16,82,TRANSMIT_SUCCESS,"Dữ liệu; (13.78698835025629, 9.369248231874728, 23.959429756389927)",99433.00,-78.69,2
17,22,WAKE_UP,,99432.00,,
17,22,DECISION,Gửi lần đầu.,99432.00,,
17,22,SENSE,"Đo được (38.285966731090525, 49.17176815055305, 22.66014460064666)",99432.00,,
17,22,TX,Truyền trên kênh 0 SF7,99432.00,,
17,22,TRANSMIT_SUCCESS,"Dữ liệu; (38.285966731090525, 49.17176815055305, 22.66014460064666)",99432.00,-75.91,3
17,47,WAKE_UP,,99432.00,,
17,47,DECISION,Gửi lần đầu.,99432.00,,
17,47,SENSE,"Đo được (35.08239424096492, 14.881367477771645, 7.070245223163509)",99432.00,,
17,47,TX,Truyền trên kênh 0 SF7,99432.00,,
17,47,COLLISION,Xung đột trên kênh 0/SF7,99432.00,,
18,54,WAKE_UP,,99431.00,,
18,54,DECISION,Gửi lần đầu.,99431.00,,
18,54,SENSE,"Đo được (16.223399862789016, 47.485554221844005, 44.94770489535316)",99431.00,,
18,54,TX,Truyền trên kênh 0 SF12,99431.00,,
18,54,TRANSMIT_SUCCESS,"Dữ liệu; (16.223399862789016, 47.485554221844005, 44.94770489535316)",99431.00,-76.81,0
19,0,WAKE_UP,,99430.00,,
19,0,DECISION,Gửi lần đầu.,99430.00,,
19,0,SENSE,"Đo được (11.920930479337438, 30.014143106207534, 52.86962318838896)",99430.00,,
19,0,TX,Truyền trên kênh 0 SF7,99430.00,,
19,0,TRANSMIT_SUCCESS,"Dữ liệu; (11.920930479337438, 30.014143106207534, 52.86962318838896)",99430.00,-88.47,0
19,32,WAKE_UP,,99430.00,,
19,32,DECISION,Gửi lần đầu.,99430.00,,
19,32,SENSE,"Đo được (46.05794851003315, 47.22777135969829, 58.86165333970208)",99430.00,,
19,32,TX,Truyền trên kênh 0 SF12,99430.00,,
19,32,TRANSMIT_SUCCESS,"Dữ liệu; (46.05794851003315, 47.22777135969829, 58.86165333970208)",99430.00,-83.13,0
19,42,WAKE_UP,,99430.00,,
19,42,DECISION,Gửi lần đầu.,99430.00,,
19,42,SENSE,"Đo được (7.488283903389748, 70.84667317742142, 4.196782034605723)",99430.00,,
19,42,TX,Truyền trên kênh 0 SF7,99430.00,,
19,42,COLLISION,Xung đột trên kênh 0/SF7,99430.00,,
20,75,WAKE_UP,,99429.00,,
20,75,DECISION,Gửi lần đầu.,99429.00,,
20,75,SENSE,"Đo được (7.069307437822503, 46.16272219145265, 45.00007326454691)",99429.00,,
20,75,TX,Truyền trên kênh 0 SF8,99429.00,,
20,75,TRANSMIT_SUCCESS,"Dữ liệu; (7.069307437822503, 46.16272219145265, 45.00007326454691)",99429.00,-80.24,0
21,9,WAKE_UP,,99428.00,,
21,9,DECISION,Gửi lần đầu.,99428.00,,
21,9,SENSE,"Đo được (39.06561935270448, 82.87192758534695, 16.106700323927175)",99428.00,,
21,9,TX,Truyền trên kênh 0 SF7,99428.00,,
21,9,TRANSMIT_SUCCESS,"Dữ liệu; (39.06561935270448, 82.87192758534695, 16.106700323927175)",99428.00,-74.98,2
21,80,WAKE_UP,,99428.00,,
21,80,DECISION,Gửi lần đầu.,99428.00,,
21,80,SENSE,"Đo được (1.5958065644781139, 57.765869023015725, 27.788801823526352)",99428.00,,
21,80,TX,Truyền trên kênh 0 SF9,99428.00,,
21,80,TRANSMIT_SUCCESS,"Dữ liệu; (1.5958065644781139, 57.765869023015725, 27.788801823526352)",99428.00,-85.78,0
21,90,WAKE_UP,,99428.00,,
21,90,DECISION,Gửi lần đầu.,99428.00,,
21,90,SENSE,"Đo được (21.799291248116397, 24.760377849996495, 24.179220014300668)",99428.00,,
21,90,TX,Truyền trên kênh 0 SF11,99428.00,,
21,90,TRANSMIT_SUCCESS,"Dữ liệu; (21.799291248116397, 24.760377849996495, 24.179220014300668)",99428.00,-79.07,1
22,51,WAKE_UP,,99427.00,,
22,51,DECISION,Gửi lần đầu.,99427.00,,
22,51,SENSE,"Đo được (43.95277828203084, 84.19210311536736, 28.54789987440537)",99427.00,,
22,51,TX,Truyền trên kênh 0 SF11,99427.00,,
22,51,TRANSMIT_SUCCESS,"Dữ liệu; (43.95277828203084, 84.19210311536736, 28.54789987440537)",99427.00,-76.72,3
22,93,WAKE_UP,,99427.00,,
22,93,DECISION,Gửi lần đầu.,99427.00,,
22,93,SENSE,"Đo được (34.971187375037154, 56.91079376182614, 44.36663542573608)",99427.00,,
22,93,TX,Truyền trên kênh 0 SF11,99427.00,,
22,93,COLLISION,Xung đột trên kênh 0/SF11,99427.00,,
23,97,WAKE_UP,,99426.00,,
23,97,DECISION,Gửi lần đầu.,99426.00,,
23,97,SENSE,"Đo được (16.619241706042693, 96.05740795146367, 18.453899249210135)",99426.00,,
23,97,TX,Truyền trên kênh 0 SF12,99426.00,,
23,97,TRANSMIT_SUCCESS,"Dữ liệu; (16.619241706042693, 96.05740795146367, 18.453899249210135)",99426.00,-77.78,1
24,29,WAKE_UP,,99425.00,,
24,29,DECISION,Gửi lần đầu.,99425.00,,
24,29,SENSE,"Đo được (19.474457713482767, 84.91990131376808, 16.181366933361552)",99425.00,,
24,29,TX,Truyền trên kênh 0 SF10,99425.00,,
24,29,TRANSMIT_SUCCESS,"Dữ liệu; (19.474457713482767, 84.91990131376808, 16.181366933361552)",99425.00,-85.97,1
24,35,WAKE_UP,,99425.00,,
24,35,DECISION,Gửi lần đầu.,99425.00,,
24,35,SENSE,"Đo được (10.012398314645871, 29.897368268936386, 56.66643103001921)",99425.00,,
24,35,TX,Truyền trên kênh 0 SF12,99425.00,,
24,35,TRANSMIT_SUCCESS,"Dữ liệu; (10.012398314645871, 29.897368268936386, 56.66643103001921)",99425.00,-84.62,1
24,50,WAKE_UP,,99425.00,,
24,50,DECISION,Gửi lần đầu.,99425.00,,
24,50,SENSE,"Đo được (37.19831147198624, 7.8563093398663515, 27.089752778471958)",99425.00,,
24,50,TX,Truyền trên kênh 0 SF8,99425.00,,
24,50,TRANSMIT_SUCCESS,"Dữ liệu; (37.19831147198624, 7.8563093398663515, 27.089752778471958)",99425.00,-83.83,1
24,70,WAKE_UP,,99425.00,,
24,70,DECISION,Gửi lần đầu.,99425.00,,
24,70,SENSE,"Đo được (34.5000152307135, 32.15950305934629, 59.308773057573624)",99425.00,,
24,70,TX,Truyền trên kênh 0 SF8,99425.00,,
24,70,COLLISION,Xung đột trên kênh 0/SF8,99425.00,,
25,33,WAKE_UP,,99424.00,,
25,33,DECISION,Gửi lần đầu.,99424.00,,
25,33,SENSE,"Đo được (46.58388435178531, 94.61227632055873, 49.9743669464259)",99424.00,,
25,33,TX,Truyền trên kênh 0 SF11,99424.00,,
25,33,TRANSMIT_SUCCESS,"Dữ liệu; (46.58388435178531, 94.61227632055873, 49.9743669464259)",99424.00,-83.53,2
25,53,WAKE_UP,,99424.00,,
25,53,DECISION,Gửi lần đầu.,99424.00,,
25,53,SENSE,"Đo được (12.033990898976398, 82.78844571279714, 38.23923509215011)",99424.00,,
25,53,TX,Truyền trên kênh 0 SF10,99424.00,,
25,53,TRANSMIT_SUCCESS,"Dữ liệu; (12.033990898976398, 82.78844571279714, 38.23923509215011)",99424.00,-82.72,3
27,44,WAKE_UP,,99422.00,,
27,44,DECISION,Gửi lần đầu.,99422.00,,
27,44,SENSE,"Đo được (11.566132370538396, 76.6807799224168, 7.753269215938681)",99422.00,,
27,44,TX,Truyền trên kênh 0 SF7,99422.00,,
27,44,TRANSMIT_SUCCESS,"Dữ liệu; (11.566132370538396, 76.6807799224168, 7.753269215938681)",99422.00,-85.99,0
28,30,WAKE_UP,,99421.00,,
28,30,DECISION,Gửi lần đầu.,99421.00,,
28,30,SENSE,"Đo được (33.16317152165053, 34.830182226376984, 55.64839516715247)",99421.00,,
28,30,TX,Truyền trên kênh 0 SF9,99421.00,,
28,30,TRANSMIT_SUCCESS,"Dữ liệu; (33.16317152165053, 34.830182226376984, 55.64839516715247)",99421.00,-84.54,2
28,38,WAKE_UP,,99421.00,,
28,38,DECISION,Gửi lần đầu.,99421.00,,
28,38,SENSE,"Đo được (1.8313297357996583, 20.912203314264076, 24.90456474620949)",99421.00,,
28,38,TX,Truyền trên kênh 0 SF10,99421.00,,
28,38,TRANSMIT_SUCCESS,"Dữ liệu; (1.8313297357996583, 20.912203314264076, 24.90456474620949)",99421.00,-70.06,1
29,12,WAKE_UP,,99420.00,,
29,12,DECISION,Gửi lần đầu.,99420.00,,
29,12,SENSE,"Đo được (5.193106461910907, 91.71362006797503, 21.006812562513012)",99420.00,,
29,12,TX,Truyền trên kênh 0 SF12,99420.00,,
29,12,TRANSMIT_SUCCESS,"Dữ liệu; (5.193106461910907, 91.71362006797503, 21.006812562513012)",99420.00,-84.93,0
29,86,WAKE_UP,,99420.00,,
29,86,DECISION,Gửi lần đầu.,99420.00,,
29,86,SENSE,"Đo được (8.341083156122819, 94.18492356334305, 35.623946684981156)",99420.00,,
29,86,TX,Truyền trên kênh 0 SF12,99420.00,,
29,86,COLLISION,Xung đột trên kênh 0/SF12,99420.00,,
32,2,WAKE_UP,,99417.00,,
32,2,DECISION,Gửi lần đầu.,99417.00,,
32,2,SENSE,"Đo được (30.529541673681887, 61.18533042118359, 27.27160997414334)",99417.00,,
32,2,TX,Truyền trên kênh 0 SF12,99417.00,,
32,2,TRANSMIT_SUCCESS,"Dữ liệu; (30.529541673681887, 61.18533042118359, 27.27160997414334)",99417.00,-77.38,2
32,24,WAKE_UP,,99417.00,,
32,24,DECISION,Gửi lần đầu.,99417.00,,
32,24,SENSE,"Đo được (7.672604381151488, 17.60897752984596, 47.57701847903388)",99417.00,,
32,24,TX,Truyền trên kênh 0 SF12,99417.00,,
32,24,COLLISION,Xung đột trên kênh 0/SF12,99417.00,,
32,37,WAKE_UP,,99417.00,,
32,37,DECISION,Gửi lần đầu.,99417.00,,
32,37,SENSE,"Đo được (8.931908267967575, 3.3644769712972367, 34.02012280096644)",99417.00,,
32,37,TX,Truyền trên kênh 0 SF11,99417.00,,
32,37,TRANSMIT_SUCCESS,"Dữ liệu; (8.931908267967575, 3.3644769712972367, 34.02012280096644)",99417.00,-88.28,3
32,43,WAKE_UP,,99417.00,,
32,43,DECISION,Gửi lần đầu.,99417.00,,
32,43,SENSE,"Đo được (25.674609178965845, 80.94547201319834, 52.84204803169366)",99417.00,,
32,43,TX,Truyền trên kênh 0 SF7,99417.00,,
32,43,TRANSMIT_SUCCESS,"Dữ liệu; (25.674609178965845, 80.94547201319834, 52.84204803169366)",99417.00,-80.33,2
32,52,WAKE_UP,,99417.00,,
32,52,DECISION,Gửi lần đầu.,99417.00,,
32,52,SENSE,"Đo được (1.7387991952370951, 89.78234890085169, 51.317655196477176)",99417.00,,
32,52,TX,Truyền trên kênh 0 SF7,99417.00,,
32,52,COLLISION,Xung đột trên kênh 0/SF7,99417.00,,
33,60,WAKE_UP,,99416.00,,
33,60,DECISION,Gửi lần đầu.,99416.00,,
33,60,SENSE,"Đo được (17.717327783931587, 41.94049211878649, 8.80381018129449)",99416.00,,
33,60,TX,Truyền trên kênh 0 SF8,99416.00,,
33,60,TRANSMIT_SUCCESS,"Dữ liệu; (17.717327783931587, 41.94049211878649, 8.80381018129449)",99416.00,-79.51,1
33,95,WAKE_UP,,99416.00,,
33,95,DECISION,Gửi lần đầu.,99416.00,,
33,95,SENSE,"Đo được (12.584517132236538, 50.637448716709976, 13.429338937143918)",99416.00,,
33,95,TX,Truyền trên kênh 0 SF8,99416.00,,
33,95,COLLISION,Xung đột trên kênh 0/SF8,99416.00,,
34,66,WAKE_UP,,99415.00,,
34,66,DECISION,Gửi lần đầu.,99415.00,,
34,66,SENSE,"Đo được (23.694552463963873, 21.692315997149812, 44.584083652937025)",99415.00,,
34,66,TX,Truyền trên kênh 0 SF11,99415.00,,
34,66,TRANSMIT_SUCCESS,"Dữ liệu; (23.694552463963873, 21.692315997149812, 44.584083652937025)",99415.00,-85.84,0
35,27,WAKE_UP,,99414.00,,
35,27,DECISION,Gửi lần đầu.,99414.00,,
35,27,SENSE,"Đo được (49.817754188521356, 3.2175904865653138, 5.4924176052563105)",99414.00,,
